,Wh Used,Wh Charged,RPM,current,duty cycle,Ah Used,Ah Charged,Tachometer,Voltage In,Reserved,ADC1,ADC2,ADC3,PPM,g9 Open Voltage,Checksum,Cell ID,Instant Voltage,Internal Resistance,Open Voltage,ance,Pack Current,Voltage,Pack SOC,Relay State,High Temperature,High Thermistor ID,Low Temperature,Low Thermistor ID,Pack DCL,Pack CCL,High Cell Voltage,High Cell Voltage ID,Low Cell Voltage,Low Cell Voltage ID,Inte Wh Used
0,13724,2785,0,0,3,276,52,35658,508,0,615,632,615,0,0,62,,,,,,,,,,,,,,,,,,,,
1,,,0,0,3,276,,,,,,,,,,62,13,0,1509,0,1509,,,,,,,,,,,,,,,
2,13724,2785,0,0,,,,35658,508,0,611,633,611,0,,233,13,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
3,,,,,,276,,,,,,,,,,64,14,0,1509,0,,,,,,,,,,,,,,,,
4,,,,,,,,35658,508,0,858,633,858,,,2,15,0,1509,0,,,,,,,,,,,,0,1,0,1,
5,13724,2785,146,271,94,277,52,,,,1260,633,1260,,,233,0,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
6,13728,2786,1349,487,,,,,,,,,,,,2,1,0,1509,0,,,,,,,,,,,,0,1,0,1,
7,,,,,,278,,,,,,,,,,49,2,0,1509,0,,,,,,,,,,,,,,,,
8,13807,2786,3228,483,512,284,,,,,1445,633,1445,0,,233,3,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
9,14114,,,,,,,,,,1470,636,1470,0,,2,4,0,1509,0,,,,,,,,,,,,0,1,0,1,
10,,,4877,376,,,,,,,,,,,,52,5,0,1509,0,,,,,,,,,,,,,,,,
11,14494,2786,6109,312,,292,52,,,,1434,633,1434,0,,233,6,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
12,,,,,,299,52,,,,1298,632,1298,,,2,7,0,1509,0,,,,,,,,,,,,0,1,0,1,
13,14853,,,,,,,,,,,,,,,60,8,0,1509,0,,,,,,,,,,,,,,,,
14,15107,,6972,-42,925,305,52,,,,1285,632,1285,0,,60,9,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
15,,,6538,301,,,,,,,,,,,,62,10,0,1509,0,,,,,,,,,,,,,,,,
16,15260,2974,7010,-71,,308,55,,,,1286,634,1286,0,,233,11,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
17,,,,,,311,,,,,,,,,,64,12,0,1509,0,,,,,,,,,,,,,,,,
18,15432,,,,,,,,,,1234,633,1234,0,,2,13,0,1509,0,,,,,,,,,,,,0,1,0,1,
19,15432,,5857,0,773,311,61,,,,1040,632,1040,0,,233,14,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
20,,,5587,0,753,311,,,,,,,,,,2,15,0,1509,0,,,,,,,,,,,,0,1,0,1,
21,,,,,,,,,,,1041,633,1041,,,52,0,0,1509,0,,,,,,,,,,,,,,,,
22,15432,3274,5468,0,737,311,61,,,,1041,632,1041,,,233,1,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
23,15432,3274,5358,0,,,,,,,,,,,,2,2,0,1509,0,,,,,,,,,,,,0,1,0,1,
24,,,,,,311,,,,,,,,,,55,3,0,1509,0,,,,,,,,,,,,,,,,
25,15432,3274,5251,0,710,311,,,,,1044,635,1044,0,,233,4,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
26,15432,,,,,,,,,,1041,633,1041,0,,2,5,0,1509,0,,,,,,,,,,,,0,1,0,1,
27,,,5143,0,,,,,,,,,,,,58,6,0,1509,0,,,,,,,,,,,,,,,,
28,15432,3274,5035,0,,311,61,,,,1043,634,1043,0,,60,7,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
29,,,,,,311,,,,,,,,,,60,8,0,1509,0,,,,,,,,,,,,,,,,
30,15432,3274,4930,0,659,311,,,,,1043,632,1043,0,,233,9,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
31,,,,,,,,,,,1043,632,1043,,,60,10,0,1509,0,,,,,,,,,,,,,,,,
32,15432,3274,4827,0,,,,,,,,,,,,2,11,0,1509,0,,,,,,,,,,,,0,1,0,1,
33,15432,3274,4723,0,,311,61,,,,1042,633,1042,0,,233,12,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
34,,,,,,311,61,,,,1043,633,1043,,,2,13,0,1509,0,,,,,,,,,,,,0,1,0,1,
35,15432,,,,,,,,,,,,,,,64,14,0,1509,0,,,,,,,,,,,,,,,,
36,15432,,4621,0,620,311,61,,,,1043,632,1043,0,,233,15,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
37,,,4518,0,612,311,,,,,,,,,,2,0,0,1509,0,,,,,,,,,,,,0,1,0,1,
38,,,,,,,,,,,1043,632,1043,,,51,1,0,1509,0,,,,,,,,,,,,,,,,
39,15432,3274,4418,0,594,311,61,,,,613,632,613,,,233,2,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
40,15432,3274,4320,0,,,,,,,,,,,,2,3,0,1509,0,,,,,,,,,,,,0,1,0,1,
41,,,,,,311,,,,,,,,,,54,4,0,1509,0,,,,,,,,,,,,,,,,
42,15432,3274,4220,0,565,311,,,,,624,633,624,0,,60,5,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
43,,,,,,,,,,,624,633,624,,,53,6,0,1509,0,,,,,,,,,,,,,,,,
44,15432,3274,4124,0,558,311,61,,,,625,633,625,,,233,7,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
45,15432,,,,,,,,,,,,,,,55,8,0,1509,0,,,,,,,,,,,,,,,,
46,,,4024,0,535,311,,,,,,,,,,2,9,0,1509,0,,,,,,,,,,,,0,1,0,1,
47,15432,3274,3929,0,530,311,,,,,625,632,625,0,,233,10,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
48,15432,,,,,,,,,,624,632,624,0,,2,11,0,1509,0,,,,,,,,,,,,0,1,0,1,
49,,,3834,0,,,,,,,,,,,,59,12,0,1509,0,,,,,,,,,,,,,,,,
50,15432,3274,3740,0,,311,61,,,,624,632,624,0,,233,13,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
51,,,,,,311,61,,,,625,633,625,,,2,14,0,1509,0,,,,,,,,,,,,0,1,0,1,
52,15432,,,,,,,,,,,,,,,62,15,0,1509,0,,,,,,,,,,,,,,,,
53,15432,,3648,0,481,311,61,,,,624,632,624,0,,233,0,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
54,,,3556,0,467,311,,,,,,,,,,2,1,0,1509,0,,,,,,,,,,,,0,1,0,1,
55,,,,,,,,,,,626,632,626,,,49,2,0,1509,0,,,,,,,,,,,,,,,,
56,15432,3274,3466,0,466,311,61,,,,625,633,625,,,60,3,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
57,15432,,,,,,,,,,,,,,,51,4,0,1509,0,,,,,,,,,,,,,,,,
58,15432,,3374,0,451,311,61,,,,625,633,625,0,,233,5,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
59,,,3284,0,,,,,,,,,,,,53,6,0,1509,0,,,,,,,,,,,,,,,,
60,,,,,,311,61,,,,625,632,625,,,2,7,0,1509,0,,,,,,,,,,,,0,1,0,1,
61,15432,3274,3196,0,425,311,61,,,,624,632,624,,,233,8,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
62,15432,3274,3106,0,,,,,,,,,,,,2,9,0,1509,0,,,,,,,,,,,,0,1,0,1,
63,,,,,,311,,,,,,,,,,56,10,0,1509,0,,,,,,,,,,,,,,,,
64,15432,3274,3020,0,395,311,,,,,625,633,625,0,,233,11,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
65,15432,,,,,,,,,,625,633,625,0,,2,12,0,1509,0,,,,,,,,,,,,0,1,0,1,
66,,,2933,0,,,,,,,,,,,,57,13,0,1509,0,,,,,,,,,,,,,,,,
67,15432,3274,2849,0,,311,61,,,,624,632,624,0,,233,14,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
68,,,,,,311,61,,,,625,632,625,,,2,15,0,1509,0,,,,,,,,,,,,0,1,0,1,
69,15432,,,,,,,,,,,,,,,44,0,0,1509,0,,,,,,,,,,,,,,,,
70,15432,,2763,0,370,311,61,,,,625,632,625,0,,60,1,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
71,,,2680,0,,,,,,,,,,,,46,2,0,1509,0,,,,,,,,,,,,,,,,
72,15432,3274,2600,0,,311,61,,,,624,633,624,0,,233,3,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
73,,,,,,311,,,,,,,,,,48,4,0,1509,0,,,,,,,,,,,,,,,,
74,15432,,,,,,,,,,625,633,625,0,,2,5,0,1509,0,,,,,,,,,,,,0,1,0,1,
75,15432,,2516,0,327,311,61,,,,624,633,624,0,,233,6,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
76,,,2437,0,330,311,,,,,,,,,,2,7,0,1509,0,,,,,,,,,,,,0,1,0,1,
77,,,,,,,,,,,624,632,624,,,52,8,0,1509,0,,,,,,,,,,,,,,,,
78,15432,3274,2358,0,318,311,61,,,,624,632,624,,,233,9,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
79,15432,3274,2273,0,,,,,,,,,,,,2,10,0,1509,0,,,,,,,,,,,,0,1,0,1,
80,,,,,,311,,,,,,,,,,57,11,0,1509,0,,,,,,,,,,,,,,,,
81,15432,3274,2199,0,296,311,,,,,625,632,625,0,,233,12,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
82,15432,,,,,,,,,,625,633,625,0,,2,13,0,1509,0,,,,,,,,,,,,0,1,0,1,
83,,,2117,0,,,,,,,,,,,,66,14,0,1509,0,,,,,,,,,,,,,,,,
84,15432,3274,2043,0,,311,61,,,,625,632,625,0,,60,15,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
85,,,,,,311,,,,,,,,,,52,0,0,1509,0,,,,,,,,,,,,,,,,
86,15432,3274,1962,0,260,311,,,,,624,632,624,0,,233,1,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
87,,,,,,,,,,,625,632,625,,,54,2,0,1509,0,,,,,,,,,,,,,,,,
88,15432,3274,1890,0,,,,,,,,,,,,2,3,0,1509,0,,,,,,,,,,,,0,1,0,1,
89,15432,3274,1815,0,,311,61,,,,624,632,624,0,,233,4,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
90,,,,,,311,61,,,,624,632,624,,,2,5,0,1509,0,,,,,,,,,,,,0,1,0,1,
91,15432,,,,,,,,,,,,,,,58,6,0,1509,0,,,,,,,,,,,,,,,,
92,15432,,1743,0,237,311,61,,,,624,632,624,0,,233,7,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
93,,,1662,0,219,311,,,,,,,,,,2,8,0,1509,0,,,,,,,,,,,,0,1,0,1,
94,,,,,,,,,,,625,632,625,,,61,9,0,1509,0,,,,,,,,,,,,,,,,
95,15432,3274,1598,0,215,311,61,,,,625,633,625,,,233,10,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
96,15432,3274,1521,0,,,,,,,,,,,,2,11,0,1509,0,,,,,,,,,,,,0,1,0,1,
97,,,,,,311,,,,,,,,,,62,12,0,1509,0,,,,,,,,,,,,,,,,
98,15432,3274,1454,0,196,311,,,,,624,633,624,0,,60,13,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
99,,,,,,,,,,,620,632,620,,,64,14,0,1509,0,,,,,,,,,,,,,,,,
100,15432,3274,1376,0,180,311,61,,,,636,632,636,,,233,15,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
101,15432,,,,,,,,,,,,,,,46,0,0,1509,0,,,,,,,,,,,,,,,,
102,,,1475,147,254,312,,,,,,,,,,2,1,0,1509,0,,,,,,,,,,,,0,1,0,1,
103,15452,3289,2201,340,352,313,,,,,1171,633,1171,0,,233,2,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
104,15546,,,,,,,,,,1315,633,1315,0,,2,3,0,1509,0,,,,,,,,,,,,0,1,0,1,
105,,,3521,468,,,,,,,,,,,,50,4,0,1509,0,,,,,,,,,,,,,,,,
106,15793,3289,5023,347,,319,61,,,,1429,636,1429,0,,233,5,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
107,,,,,,326,61,,,,1443,633,1443,,,2,6,0,1509,0,,,,,,,,,,,,0,1,0,1,
108,16155,,,,,,,,,,,,,,,53,7,0,1509,0,,,,,,,,,,,,,,,,
109,16512,,6218,311,874,333,61,,,,1447,633,1447,0,,233,8,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
110,,,7038,-47,916,338,,,,,,,,,,2,9,0,1509,0,,,,,,,,,,,,0,1,0,1,
111,,,,,,,,,,,1447,633,1447,,,56,10,0,1509,0,,,,,,,,,,,,,,,,
112,16767,3302,6211,323,823,342,67,,,,1449,634,1449,,,60,11,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
113,16954,,,,,,,,,,,,,,,58,12,0,1509,0,,,,,,,,,,,,,,,,
114,17286,,6941,183,949,349,67,,,,1479,634,1479,0,,233,13,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
115,,,6411,369,,,,,,,,,,,,61,14,0,1509,0,,,,,,,,,,,,,,,,
116,,,,,,350,73,,,,1524,633,1524,,,2,15,0,1509,0,,,,,,,,,,,,0,1,0,1,
117,17335,3924,6659,294,911,358,73,,,,1558,633,1558,,,233,0,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
118,17707,3924,6989,-387,,,,,,,,,,,,2,1,0,1509,0,,,,,,,,,,,,0,1,0,1,
119,,,,,,360,,,,,,,,,,49,2,0,1509,0,,,,,,,,,,,,,,,,
120,17807,3992,7004,129,943,365,,,,,1559,632,1559,0,,233,3,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
121,18095,,,,,,,,,,1559,632,1559,0,,2,4,0,1509,0,,,,,,,,,,,,0,1,0,1,
122,,,6406,369,,,,,,,,,,,,52,5,0,1509,0,,,,,,,,,,,,,,,,
123,18183,4380,6881,225,,367,81,,,,1559,633,1559,0,,233,6,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
124,,,,,,374,81,,,,1558,632,1558,,,2,7,0,1509,0,,,,,,,,,,,,0,1,0,1,
125,18539,,,,,,,,,,,,,,,55,8,0,1509,0,,,,,,,,,,,,,,,,
126,18610,,6496,363,794,376,87,,,,1557,632,1557,0,,60,9,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
127,,,6777,285,,,,,,,,,,,,57,10,0,1509,0,,,,,,,,,,,,,,,,
128,18978,4671,6782,-674,,383,87,,,,1558,634,1558,0,,233,11,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
129,,,,,,385,,,,,,,,,,59,12,0,1509,0,,,,,,,,,,,,,,,,
130,19047,,,,,,,,,,1559,634,1559,0,,2,13,0,1509,0,,,,,,,,,,,,0,1,0,1,
131,19392,,6613,317,904,392,92,,,,1558,633,1558,0,,233,14,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
132,,,7005,-427,949,395,,,,,,,,,,2,15,0,1509,0,,,,,,,,,,,,0,1,0,1,
133,,,,,,,,,,,1558,633,1558,,,47,0,0,1509,0,,,,,,,,,,,,,,,,
134,19533,5046,6517,309,906,401,98,,,,1557,632,1557,,,233,1,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
135,19858,5268,7032,-63,,,,,,,,,,,,2,2,0,1509,0,,,,,,,,,,,,0,1,0,1,
136,,,,,,405,,,,,,,,,,53,3,0,1509,0,,,,,,,,,,,,,,,,
137,20020,5298,6591,301,900,409,,,,,1557,633,1557,0,,233,4,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
138,20230,,,,,,,,,,1557,633,1557,0,,2,5,0,1509,0,,,,,,,,,,,,0,1,0,1,
139,,,7055,-78,,,,,,,,,,,,56,6,0,1509,0,,,,,,,,,,,,,,,,
140,20400,5529,6432,304,,412,103,,,,1556,632,1556,0,,60,7,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
141,,,,,,418,,,,,,,,,,58,8,0,1509,0,,,,,,,,,,,,,,,,
142,20663,5791,7048,-35,949,422,,,,,1554,633,1554,0,,233,9,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
143,,,,,,,,,,,1553,632,1553,,,60,10,0,1509,0,,,,,,,,,,,,,,,,
144,20880,5805,6410,336,,,,,,,,,,,,2,11,0,1509,0,,,,,,,,,,,,0,1,0,1,
145,20996,6056,6984,39,,424,112,,,,1477,633,1477,0,,233,12,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
146,,,,,,431,112,,,,1476,633,1476,,,2,13,0,1509,0,,,,,,,,,,,,0,1,0,1,
147,21295,,,,,,,,,,,,,,,64,14,0,1509,0,,,,,,,,,,,,,,,,
148,21340,,6278,377,767,431,119,,,,1447,634,1447,0,,233,15,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
149,,,6595,301,904,439,,,,,,,,,,2,0,0,1509,0,,,,,,,,,,,,0,1,0,1,
150,,,,,,,,,,,1414,634,1414,,,51,1,0,1509,0,,,,,,,,,,,,,,,,
151,21706,6389,6851,-1802,32,441,120,,,,1365,635,1365,,,233,2,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
152,21831,6472,6419,297,,,,,,,,,,,,2,3,0,1509,0,,,,,,,,,,,,0,1,0,1,
153,,,,,,448,,,,,,,,,,54,4,0,1509,0,,,,,,,,,,,,,,,,
154,22136,6700,6979,-161,939,452,,,,,1298,634,1298,0,,60,5,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
155,,,,,,,,,,,1225,633,1225,,,50,6,0,1509,0,,,,,,,,,,,,,,,,
156,22326,6728,6018,144,824,454,130,,,,1158,634,1158,,,233,7,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
157,22430,,,,,,,,,,,,,,,52,8,0,1509,0,,,,,,,,,,,,,,,,
158,,,6200,0,857,455,,,,,,,,,,2,9,0,1509,0,,,,,,,,,,,,0,1,0,1,
159,22520,7001,6132,0,830,455,,,,,1015,633,1015,0,,233,10,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
160,22520,,,,,,,,,,929,633,929,0,,2,11,0,1509,0,,,,,,,,,,,,0,1,0,1,
161,,,6018,0,,,,,,,,,,,,53,12,0,1509,0,,,,,,,,,,,,,,,,
162,22520,7001,5905,0,,455,130,,,,928,633,928,0,,233,13,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
163,,,,,,455,130,,,,929,633,929,,,2,14,0,1509,0,,,,,,,,,,,,0,1,0,1,
164,22520,,,,,,,,,,,,,,,56,15,0,1509,0,,,,,,,,,,,,,,,,
165,22520,,5792,0,787,455,130,,,,929,633,929,0,,233,0,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
166,,,5679,0,768,455,,,,,,,,,,2,1,0,1509,0,,,,,,,,,,,,0,1,0,1,
167,,,,,,,,,,,928,632,928,,,43,2,0,1509,0,,,,,,,,,,,,,,,,
168,22520,7001,5566,0,749,455,130,,,,928,633,928,,,60,3,0,1509,0,,0 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
169,22520,,,,,,,,,,,,,,,48,4,0,1509,0,,,,,,,,,,,,,,,,
170,22520,,5457,0,734,455,130,,,,927,632,927,0,,233,5,0,1509,0,,1 Pack Inst.,0,2,32840,25,8,23,4,0,0,,,,,
171,,,5349,0,,,,,,,,,,,,50,6,0,1509,0,,,,,,,,,,,,,,,,
172,,,,,,455,130,,,,927,633,927,,,2,7,0,1509,0,,,,,,,,,,,,0,1,0,1,
